ID,First_Name,Mid_Name,Last_Name,Percentage,Collegeid
407781,Raj,Virat,Sharma,75.89,183
407782,Samarth,Zayn,Patel,75.89,183
407783,Eva,Tejas,Desai,75.86,183
407784,Pranav,Ekansh,Achari,75.83,183
407785,Uma,Aryan,Jindal,75.82,183
407786,Navya,Gautam,Wadhwa,75.82,183
407787,Kanika,Akshay,Kamble,75.82,183
407788,Kavya,Samarth,Bose,75.82,183
407789,Bhavya,Gautam,Arora,75.82,183
407790,Sakshi,Varun,Kamble,75.82,183
407791,Aayush,Abhinav,Varma,75.82,183
407792,Darshan,Manish,Yagnik,75.82,183
407793,Akshay,Yug,Dubey,75.82,183
407794,Chirag,Pratham,Pillai,75.82,183
407795,Rishabh,Sahil,Chopra,75.82,183
407796,Vanya,Neel,Loya,75.82,183
407797,Kritika,Kavya,Yadav,75.8,183
407798,Yug,Raj,Sethi,75.8,183
407799,Pranav,Kavya,Banerjee,75.8,183
407800,Nisha,Yug,Dara,75.8,183
407801,Tanish,Harsh,Inamdar,75.8,183
407802,Charvi,Virat,Verma,75.8,183
407803,Aayush,Ekansh,Inamdar,75.8,183
407804,Kavya,Samarth,Trivedi,75.8,183
407805,Oviya,Bhavin,Zala,75.8,183
407806,Tanish,Yuvan,Khan,75.78,184
407807,Brijesh,Naman,Wadhwa,75.78,184
407808,Yash,Siddharth,Kumar,75.78,184
407809,Pihu,Jatin,Jain,75.78,184
407810,Jai,Akash,Kulkarni,75.78,184
407811,Mahika,Gautam,Sachdev,75.77,184
407812,Neha,Advait,Xavier,75.77,184
407813,Kunal,Samarth,Rastogi,75.77,184
407814,Sahil,Varun,Bhattacharya,75.77,184
407815,Laksh,Darshan,Sondhi,75.77,184
407816,Zayn,Siddharth,Pillai,75.77,184
407817,Tanisha,Gaurav,Das,75.77,184
407818,Arya,Jay,Nagpal,75.77,184
407819,Neha,Lokesh,Mahajan,75.77,184
407820,Pihu,Surya,Varma,75.77,184
407821,Dhruv,Utkarsh,Chatterjee,75.77,184
407822,Lokesh,Vishal,Jindal,75.77,184
407823,Rohit,Advait,Sethi,75.77,184
407824,Yug,Kunal,Ranganathan,75.77,184
407825,Jay,Ansh,Desai,75.76,184
407826,Dev,Divyansh,Rastogi,75.76,184
407827,Pihu,Abhinav,Ranganathan,75.76,184
407828,Yash,Mayank,Sachdev,75.76,184
407829,Abhishek,Laksh,Yagnik,75.76,184
407830,Ira,Ayush,Walunj,75.76,184
407831,Sanya,Jai,Fernandes,75.76,184
407832,Varun,Yash,Chauhan,75.76,184
407833,Ojasvi,Dhruv,Iyer,75.76,184
407834,Charvi,Zayn,Kamble,75.76,184
407835,Meher,Virat,Qazi,75.73,184
407836,Yug,Sahil,Jindal,75.73,184
407837,Harsh,Kunal,Vaghela,75.73,184
407838,Vidhi,Om,Sethi,75.73,184
407839,Yuvika,Gautam,Mazumdar,75.73,184
407840,Kritika,Jatin,Das,75.73,184
407841,Ekta,Ekansh,Reddy,75.73,184
407842,Gaurav,Ansh,Iyer,75.73,184
407843,Sia,Aditya,Ojha,75.73,184
407844,Vivaan,Dev,Pillai,75.73,184
407845,Kavya,Abhinav,Bhattacharya,75.73,184
407846,Ritvik,Jatin,Mahajan,75.73,184
407847,Ayushman,Ayush,Thakur,75.73,184
407848,Khushi,Gautam,Inamdar,75.73,185
407849,Sahil,Ishan,Roy,75.73,185
407850,Rohit,Parth,Rastogi,75.71,185
407851,Kritika,Krish,Sehgal,75.71,185
407852,Varun,Utkarsh,Uday,75.71,185
407853,Inaya,Dev,Reddy,75.69,185
407854,Om,Rohit,Yadav,75.69,185
407855,Jiya,Vivaan,Chopra,75.69,185
407856,Aanya,Rohit,Yagnik,75.69,185
407857,Mohit,Akshay,Uppal,75.69,185
407858,Meher,Manish,Edara,75.69,185
407859,Naman,Ritvik,Badal,75.69,185
407860,Pari,Manish,Pai,75.69,185
407861,Yamini,Zayn,Banerjee,75.69,185
407862,Divyansh,Sahil,Inamdar,75.69,185
407863,Akshara,Siddharth,Gupta,75.69,185
407864,Niyati,Yash,Loya,75.69,185
407865,Navya,Advait,Fadnavis,75.69,185
407866,Krish,Yug,Dara,75.69,185
407867,Mohit,Akshay,Qazi,75.69,185
407868,Hitesh,Dhruv,Khanna,75.69,185
407869,Aryan,Zorawar,Vaghela,75.69,185
407870,Inaya,Ritvik,Dutta,75.68,185
407871,Uma,Atharva,Joshi,75.68,185
407872,Ojas,Siddharth,Sethi,75.67,185
407873,Naman,Aditya,Edara,75.67,185
407874,Chandan,Jay,Mukherjee,75.67,185
407875,Neel,Mayank,Yadav,75.67,185
407876,Ojas,Utkarsh,Loya,75.67,185
407877,Jatin,Eshan,Kothari,75.67,185
407878,Divya,Ojas,Kamble,75.67,185
407879,Laksh,Samarth,Desai,75.67,185
407880,Ishan,Harsh,Arora,75.67,185
407881,Neha,Ishaan,Nair,75.67,185
407882,Meher,Parth,Kulkarni,75.64,185
407883,Ritvik,Dev,Zinta,75.64,185
407884,Pihu,Aarav,Sinha,75.61,185
407885,Bhavya,Virat,Goswami,75.61,185
407886,Navya,Atharva,Yagnik,75.61,185
407887,Darshan,Aadi,Choudhury,75.61,185
407888,Eesha,Vishal,Sinha,75.61,185
407889,Zara,Aarush,Zinta,75.61,185
407890,Tejas,Arjun,Bajaj,75.61,185
407891,Devika,Lokesh,Vaghela,75.58,185
407892,Pratham,Hrithik,Walunj,75.56,185
407893,Ayush,Harsh,Trivedi,75.56,186
407894,Niyati,Yug,Lamba,75.56,186
407895,Rohit,Ekansh,Pandey,75.56,186
407896,Mayank,Hrithik,Mahajan,75.56,186
407897,Ekta,Bhavin,Wadhwa,75.56,186
407898,Jatin,Chirag,Kapoor,75.56,186
407899,Urvashi,Ritvik,Reddy,75.55,186
407900,Radhika,Advait,Achari,75.55,186
407901,Divya,Yug,Arora,75.55,186
407902,Karan,Shivansh,Xavier,75.55,186
407903,Akshara,Ojas,Kamble,75.55,186
407904,Mohit,Abhinav,Fadnavis,75.55,186
407905,Jai,Ansh,Halder,75.55,186
407906,Sanya,Aarav,Oberoi,75.55,186
407907,Bhavin,Jai,Mahajan,75.55,186
407908,Yamini,Bhavya,Khan,75.55,186
407909,Jay,Rohit,Singh,75.55,186
407910,Gauri,Virat,Sethi,75.55,186
407911,Gaurav,Aryan,Jha,75.55,186
407912,Aaradhya,Aarush,Nair,75.55,186
407913,Arya,Aarush,Gupta,75.54,186
407914,Dia,Aadi,Gupta,75.54,186
407915,Meher,Ayushman,Uppal,75.54,186
407916,Dev,Aditya,Singh,75.53,186
407917,Rishabh,Abhishek,Mazumdar,75.53,186
407918,Ojas,Tejas,Kumar,75.53,186
407919,Eesha,Zorawar,Khanna,75.53,186
407920,Tanish,Abhinav,Fernandes,75.53,186
407921,Garima,Utkarsh,Sethi,75.53,186
407922,Meher,Rishabh,Inamdar,75.53,186
407923,Nirav,Rishabh,Yadav,75.53,186
407924,Kavya,Pranav,Zala,75.53,186
407925,Niyati,Zayn,Chopra,75.53,186
407926,Lakshmi,Darshan,Kamble,75.53,186
407927,Kavya,Zayn,Zinta,75.53,186
407928,Karan,Ansh,Yadav,75.53,187
407929,Radhika,Yuvan,Edara,75.53,187
407930,Jay,Parth,Khan,75.51,187
407931,Hemangi,Karan,Yadav,75.51,187
407932,Ishan,Pratham,Ahuja,75.51,187
407933,Ishita,Rishabh,Roy,75.51,187
407934,Ritvik,Aditya,Oberoi,75.51,187
407935,Om,Vishal,Trivedi,75.51,187
407936,Vishal,Karan,Rastogi,75.49,187
407937,Rishabh,Harsh,Ahuja,75.49,187
407938,Aadi,Aarush,Patel,75.46,187
407939,Ira,Neel,Varma,75.46,187
407940,Uma,Aryan,Reddy,75.46,187
407941,Eesha,Aarav,Nagpal,75.46,187
407942,Tanisha,Aryan,Nagpal,75.46,187
407943,Chandan,Chirag,Pai,75.46,187
407944,Darshan,Kavya,Fernandes,75.46,187
407945,Sanya,Mohit,Lamba,75.46,187
407946,Gautam,Varun,Thakur,75.46,187
407947,Parth,Brijesh,Ahuja,75.46,187
407948,Yuvan,Abhishek,Lal,75.46,187
407949,Kunal,Nirav,Patel,75.46,187
407950,Zara,Atharva,Gupta,75.46,187
407951,Pratham,Jai,Badal,75.46,187
407952,Atharva,Dev,Uppal,75.46,187
407953,Rohit,Rishabh,Pandey,75.46,187
407954,Niyati,Akash,Mukherjee,75.44,187
407955,Raj,Aditya,Desai,75.44,187
407956,Ishita,Tanish,Sharma,75.44,187
407957,Aditya,Aditya,Verma,75.43,187
407958,Ekta,Mayank,Chatterjee,75.43,187
407959,Zainab,Aarush,Sethi,75.42,187
407960,Neel,Manish,Kothari,75.42,187
407961,Urvashi,Hrithik,Sethi,75.42,187
407962,Advika,Ansh,Gupta,75.42,187
407963,Zivaan,Virat,Reddy,75.42,187
407964,Zivaan,Aarav,Chopra,75.42,187
407965,Aanya,Tejas,Pai,75.42,187
407966,Aishwarya,Rishabh,Loya,75.42,187
407967,Rishabh,Laksh,Achari,75.42,187
407968,Yashi,Lokesh,Zaveri,75.42,187
407969,Charvi,Aditya,Chatterjee,75.42,187
407970,Mahika,Aarav,Desai,75.42,188
407971,Ananya,Manish,Chopra,75.41,188
407972,Ojas,Ekansh,Chatterjee,75.41,188
407973,Zoya,Dev,Nagpal,75.41,188
407974,Parth,Parth,Fadnavis,75.41,188
407975,Anika,Parth,Uday,75.39,188
407976,Radhika,Divyansh,Mehta,75.39,188
407977,Ojasvi,Neel,Dey,75.39,188
407978,Parth,Chirag,Bajaj,75.39,188
407979,Janvi,Bhavya,Xavier,75.38,188
407980,Rohit,Kavya,Dubey,75.38,188
407981,Zoya,Laksh,Mittal,75.38,188
407982,Brijesh,Shubham,Ahuja,75.38,188
407983,Lakshmi,Raj,Fernandes,75.38,188
407984,Ananya,Parth,Xavier,75.38,188
407985,Vaishnavi,Bhavya,Rao,75.38,188
407986,Krish,Kunal,Sachdev,75.38,188
407987,Inaya,Aniket,Kothari,75.36,188
407988,Saanvi,Sahil,Oberoi,75.35,188
407989,Pratik,Pratik,Das,75.35,188
407990,Aayush,Ishaan,Zala,75.35,188
407991,Aniket,Laksh,Agarwal,75.35,188
407992,Abhishek,Karan,Talwar,75.35,188
407993,Khushi,Shivansh,Walunj,75.35,188
407994,Om,Ekansh,Qazi,75.35,188
407995,Yug,Hrithik,Sehgal,75.35,188
407996,Anika,Kunal,Halder,75.35,188
407997,Shubham,Kunal,Chatterjee,75.33,188
407998,Surya,Harsh,Banerjee,75.33,188
407999,Ojas,Shivansh,Roy,75.33,188
408000,Kavya,Devansh,Gupta,75.33,188
408001,Prisha,Mayank,Trivedi,75.33,188
408002,Varun,Atharva,Arora,75.33,188
408003,Zara,Jay,Dutta,75.33,188
408004,Aadi,Zivaan,Kothari,75.33,188
408005,Dia,Aniket,Agarwal,75.33,188
408006,Lakshmi,Laksh,Kumar,75.33,188
408007,Ritvik,Samarth,Talwar,75.33,188
408008,Gauri,Dev,Malhotra,75.32,188
408009,Lavanya,Pratham,Sethi,75.32,188
408010,Navya,Ekansh,Chatterjee,75.32,188
408011,Aarush,Lokesh,Gupta,75.32,188
408012,Akash,Ishan,Fernandes,75.32,188
408013,Janvi,Zorawar,Zinta,75.32,188
408014,Hrithik,Ojas,Dara,75.32,189
408015,Qirat,Parth,Tiwari,75.32,189
408016,Inaya,Aarav,Reddy,75.32,189
408017,Riya,Mayank,Yadav,75.32,189
408018,Surya,Jai,Trivedi,75.32,189
408019,Yamini,Gautam,Bose,75.31,189
408020,Yuvika,Samarth,Zinta,75.31,189
408021,Trisha,Karan,Khanna,75.31,189
408022,Utkarsh,Jay,Xalxo,75.31,189
408023,Chahat,Hrithik,Dutta,75.31,189
408024,Manish,Aadi,Bajaj,75.31,189
408025,Garima,Ansh,Jindal,75.31,189
408026,Ekta,Tejas,Yadav,75.31,189
408027,Radhika,Gaurav,Goswami,75.31,189
408028,Yashi,Aryan,Verma,75.31,189
408029,Uma,Aayush,Mahajan,75.31,189
408030,Kiara,Yash,Zaveri,75.31,189
408031,Kunal,Mayank,Arora,75.3,189
408032,Khushi,Aryan,Inamdar,75.3,189
408033,Jay,Kunal,Dey,75.3,189
408034,Garima,Utkarsh,Thakur,75.3,189
408035,Ishita,Neel,Zinta,75.3,189
408036,Zara,Naman,Jain,75.3,189
408037,Aditi,Tanish,Jha,75.3,189
408038,Inaya,Yug,Mahajan,75.3,189
408039,Brijesh,Pratham,Khan,75.3,189
408040,Yashi,Ishaan,Zaveri,75.3,189
408041,Ritika,Gautam,Jha,75.3,189
408042,Khushi,Ekansh,Jha,75.3,189
408043,Sahil,Devansh,Joshi,75.3,189
408044,Aditya,Kunal,Halder,75.3,189
408045,Pihu,Jay,Jha,75.28,189
408046,Yug,Tejas,Lamba,75.25,189
408047,Amaira,Virat,Khan,75.25,189
408048,Eva,Utkarsh,Arora,75.23,189
408049,Lakshmi,Aayush,Iyer,75.23,189
408050,Anika,Samarth,Lal,75.21,189
408051,Kanika,Yash,Bose,75.21,189
408052,Parth,Neel,Fernandes,75.21,189
408053,Jai,Kunal,Rastogi,75.21,189
408054,Shubham,Naman,Varma,75.2,189
408055,Vivaan,Karan,Chopra,75.2,190
408056,Anika,Darshan,Qazi,75.2,190
408057,Dhruv,Abhinav,Desai,75.2,190
408058,Dia,Kavya,Gupta,75.2,190
408059,Ritika,Ishaan,Kothari,75.2,190
408060,Sahil,Utkarsh,Fadnavis,75.2,190
408061,Krish,Ojas,Bajaj,75.19,190
408062,Inaya,Ishaan,Pai,75.19,190
408063,Gauri,Vishal,Pai,75.19,190
408064,Vidhi,Rishabh,Gupta,75.19,190
408065,Devika,Bhavya,Inamdar,75.19,190
408066,Ansh,Chirag,Walunj,75.19,190
408067,Ira,Neel,Nagpal,75.19,190
408068,Zoya,Advait,Jha,75.19,190
408069,Krish,Ayushman,Agarwal,75.19,190
408070,Harshita,Kunal,Lal,75.19,190
408071,Arjun,Harsh,Das,75.19,190
408072,Pihu,Chirag,Varma,75.19,190
408073,Chahat,Hitesh,Halder,75.17,190
408074,Samarth,Varun,Patel,75.17,190
408075,Vrinda,Aditya,Ojha,75.17,190
408076,Kunal,Aarush,Badal,75.17,190
408077,Bhavika,Varun,Mahajan,75.17,190
408078,Kanika,Hitesh,Uday,75.15,190
408079,Abhinav,Pratham,Dhillon,75.15,190
408080,Gautam,Ishan,Khanna,75.15,190
408081,Arya,Om,Rao,75.15,190
408082,Hitesh,Parth,Zinta,75.13,190
408083,Manish,Jatin,Reddy,75.13,190
408084,Ekansh,Eshan,Rastogi,75.13,190
408085,Yash,Advait,Gupta,75.11,190
408086,Khushi,Manish,Dara,75.11,190
408087,Jay,Laksh,Halder,75.11,190
408088,Vaishnavi,Jai,Sehgal,75.11,190
408089,Krish,Advait,Roy,75.09,190
408090,Yug,Om,Badal,75.09,190
408091,Amaira,Kunal,Thakur,75.09,190
408092,Vedika,Ayush,Verma,75.07,190
408093,Hemangi,Bhavin,Kothari,75.07,191
408094,Vivaan,Abhinav,Sethi,75.07,191
408095,Akshara,Ansh,Varma,75.07,191
408096,Aditya,Surya,Nair,75.07,191
408097,Eesha,Atharva,Arora,75.07,191
408098,Aadi,Raj,Xalxo,75.07,191
408099,Yash,Raj,Talwar,75.07,191
408100,Zoya,Aniket,Choudhury,75.07,191
408101,Anika,Ojas,Chatterjee,75.07,191
408102,Saanvi,Chandan,Halder,75.07,191
408103,Vaishnavi,Mohit,Bhat,75.07,191
408104,Varun,Bhavya,Goswami,75.05,191
408105,Chandan,Mohit,Oberoi,75.05,191
408106,Mayank,Dhruv,Mukherjee,75.05,191
408107,Yashi,Varun,Goswami,75.05,191
408108,Karan,Akshay,Nagpal,75.05,191
408109,Ishita,Gaurav,Reddy,75.02,191
408110,Chandan,Ojas,Goswami,74.99,191
408111,Aarav,Parth,Lamba,74.98,191
408112,Kritika,Harsh,Sehgal,74.98,191
408113,Sakshi,Aarush,Kamble,74.98,191
408114,Oviya,Pratham,Mazumdar,74.98,191
408115,Ritvik,Ayush,Joshi,74.97,191
408116,Pratham,Abhinav,Uppal,74.97,191
408117,Darshan,Pratik,Yagnik,74.97,191
408118,Dhruv,Varun,Loya,74.95,191
408119,Kavya,Mayank,Kamble,74.95,191
408120,Yuvan,Laksh,Pillai,74.94,191
408121,Gaurav,Ayush,Sharma,74.94,191
408122,Pari,Tanish,Uday,74.94,191
408123,Hitesh,Ojas,Patel,74.94,191
408124,Devika,Ritvik,Zala,74.94,191
408125,Yashi,Naman,Nanda,74.94,191
408126,Hitesh,Utkarsh,Vaghela,74.94,191
408127,Zoya,Utkarsh,Sharma,74.94,191
408128,Ananya,Gautam,Ahuja,74.94,191
408129,Brijesh,Eshan,Joshi,74.94,191
408130,Kritika,Kunal,Bhat,74.94,191
408131,Tanisha,Ritvik,Lamba,74.94,191
408132,Riya,Ansh,Fernandes,74.94,192
408133,Kunal,Devansh,Chopra,74.94,192
408134,Nisha,Samarth,Chauhan,74.94,192
408135,Zorawar,Yuvan,Nagpal,74.93,192
408136,Ayush,Lokesh,Varma,74.93,192
408137,Radhika,Aadi,Qazi,74.91,192
408138,Advait,Aniket,Walunj,74.91,192
408139,Aditya,Vishal,Bose,74.91,192
408140,Aditi,Lokesh,Nair,74.91,192
408141,Zoya,Divyansh,Lamba,74.91,192
408142,Lokesh,Chandan,Das,74.91,192
408143,Aishwarya,Laksh,Khanna,74.91,192
408144,Lokesh,Aniket,Patel,74.91,192
408145,Amaira,Ansh,Dey,74.91,192
408146,Sia,Tanish,Desai,74.9,192
408147,Pranav,Jai,Patel,74.9,192
408148,Manish,Aryan,Xalxo,74.9,192
408149,Sahil,Lokesh,Kulkarni,74.9,192
408150,Ira,Ekansh,Pai,74.89,192
408151,Aditya,Aadi,Jha,74.89,192
408152,Mehak,Karan,Kulkarni,74.89,192
408153,Dhruv,Sahil,Lamba,74.89,192
408154,Ekansh,Utkarsh,Sethi,74.89,192
408155,Lokesh,Hitesh,Kulkarni,74.88,192
408156,Darshan,Devansh,Sinha,74.88,192
408157,Pratik,Aarush,Uppal,74.88,192
408158,Urvashi,Hrithik,Achari,74.88,192
408159,Jatin,Krish,Uppal,74.88,192
408160,Radhika,Pranav,Verma,74.88,192
408161,Ishaan,Jay,Iyer,74.88,192
408162,Mayank,Divyansh,Loya,74.88,192
408163,Zivaan,Aniket,Chauhan,74.88,192
408164,Lakshmi,Zorawar,Sachdev,74.86,192
408165,Akash,Surya,Zaveri,74.86,192
408166,Harshita,Gautam,Chatterjee,74.86,192
408167,Ishita,Raj,Sethi,74.86,192
408168,Nirav,Shubham,Fernandes,74.86,192
408169,Raj,Ayush,Rastogi,74.86,192
408170,Zoya,Kunal,Arora,74.86,193
408171,Janvi,Ishaan,Dutta,74.86,193
408172,Jay,Aarush,Rastogi,74.86,193
408173,Krish,Bhavin,Verma,74.86,193
408174,Yuvika,Abhishek,Verma,74.86,193
408175,Kritika,Jatin,Dara,74.86,193
408176,Vedika,Mohit,Khanna,74.86,193
408177,Vivaan,Gautam,Agarwal,74.86,193
408178,Yug,Gautam,Rastogi,74.86,193
408179,Divya,Gaurav,Mazumdar,74.86,193
408180,Yuvika,Ishan,Jindal,74.86,193
408181,Vedika,Jai,Arora,74.86,193
408182,Aanya,Zivaan,Agarwal,74.86,193
408183,Divya,Rishabh,Dara,74.86,193
408184,Raj,Gaurav,Yadav,74.86,193
408185,Aadi,Zivaan,Zinta,74.86,193
408186,Vedika,Hrithik,Roy,74.86,193
408187,Surya,Shubham,Loya,74.86,193
408188,Tejas,Chandan,Jindal,74.86,193
408189,Zara,Surya,Vaghela,74.86,193
408190,Varun,Utkarsh,Badal,74.86,193
408191,Ritika,Siddharth,Dubey,74.86,193
408192,Uma,Tanish,Xavier,74.86,193
408193,Hitesh,Laksh,Xalxo,74.86,193
408194,Ishita,Virat,Iyer,74.86,193
408195,Chirag,Zorawar,Uppal,74.84,193
408196,Ananya,Parth,Das,74.84,193
408197,Zara,Nirav,Chauhan,74.84,193
408198,Varun,Rishabh,Das,74.84,193
408199,Hrithik,Jatin,Varma,74.83,193
408200,Parth,Ansh,Chatterjee,74.82,193
408201,Riya,Aditya,Uday,74.81,193
408202,Darshan,Kavya,Walunj,74.81,193
408203,Nisha,Parth,Sachdev,74.81,193
408204,Tanya,Arjun,Desai,74.81,193
408205,Tejas,Ojas,Pandey,74.81,193
408206,Raj,Pratik,Mittal,74.81,193
408207,Aniket,Nirav,Achari,74.81,194
408208,Lakshmi,Samarth,Bajaj,74.81,194
408209,Aayush,Bhavin,Sehgal,74.79,194
408210,Dev,Kunal,Mehta,74.77,194
408211,Shreya,Darshan,Desai,74.77,194
408212,Arjun,Kunal,Iyer,74.77,194
408213,Kritika,Hrithik,Talwar,74.77,194
408214,Zainab,Divyansh,Sachdev,74.77,194
408215,Chahat,Chirag,Edara,74.77,194
408216,Kiara,Ansh,Patel,74.77,194
408217,Parth,Vivaan,Wadhwa,74.77,194
408218,Aryan,Surya,Gupta,74.77,194
408219,Rishabh,Devansh,Jindal,74.76,194
408220,Mayank,Rishabh,Ahuja,74.76,194
408221,Zayn,Eshan,Chatterjee,74.76,194
408222,Rishabh,Laksh,Mazumdar,74.74,194
408223,Aanya,Akshay,Talwar,74.74,194
408224,Ira,Zivaan,Bhattacharya,74.73,194
408225,Pratik,Nirav,Mukherjee,74.73,194
408226,Ayushman,Bhavin,Chatterjee,74.72,194
408227,Zara,Advait,Vaghela,74.7,194
408228,Pratik,Siddharth,Reddy,74.7,194
408229,Navya,Samarth,Sethi,74.7,194
408230,Qirat,Zayn,Oberoi,74.7,194
408231,Nirav,Krish,Lal,74.68,194
408232,Pranav,Ekansh,Gupta,74.68,194
408233,Neha,Om,Edara,74.68,194
408234,Nisha,Jai,Mukherjee,74.68,194
408235,Janvi,Virat,Ojha,74.68,194
408236,Yamini,Ishan,Jha,74.68,194
408237,Zorawar,Akash,Qazi,74.68,194
408238,Aditya,Harsh,Lal,74.68,194
408239,Divya,Gautam,Halder,74.68,194
408240,Zoya,Tanish,Chopra,74.68,194
408241,Advait,Hrithik,Sehgal,74.68,194
408242,Aarav,Ojas,Dey,74.68,194
408243,Trisha,Siddharth,Rastogi,74.68,194
408244,Jay,Ayushman,Nair,74.68,194
408245,Aadi,Ishan,Dhillon,74.68,194
408246,Hitesh,Gautam,Malhotra,74.66,194
408247,Tanish,Aadi,Rastogi,74.64,194
408248,Abhinav,Aayush,Yadav,74.61,195
408249,Darshan,Ishan,Fernandes,74.61,195
408250,Navya,Brijesh,Das,74.61,195
408251,Divyansh,Akash,Pai,74.61,195
408252,Nisha,Abhinav,Gupta,74.61,195
408253,Ekta,Tanish,Rao,74.61,195
408254,Ishita,Virat,Singh,74.61,195
408255,Bhavya,Aditya,Achari,74.59,195
408256,Pranavi,Pranav,Joshi,74.59,195
408257,Rishabh,Dev,Malhotra,74.59,195
408258,Gaurav,Vishal,Achari,74.59,195
408259,Anika,Devansh,Bajaj,74.59,195
408260,Ishan,Jay,Nair,74.59,195
408261,Mohit,Brijesh,Jindal,74.58,195
408262,Garima,Ishaan,Qazi,74.58,195
408263,Aryan,Virat,Verma,74.58,195
408264,Divya,Sahil,Singh,74.58,195
408265,Advika,Ishan,Jain,74.58,195
408266,Harsh,Ritvik,Bhattacharya,74.56,195
408267,Aanya,Nirav,Chopra,74.56,195
408268,Yashi,Gaurav,Jha,74.56,195
408269,Yug,Jay,Jha,74.56,195
408270,Parth,Shubham,Gupta,74.56,195
408271,Samarth,Zayn,Talwar,74.56,195
408272,Zayn,Zivaan,Xavier,74.54,195
408273,Neha,Aryan,Kamble,74.54,195
408274,Devansh,Krish,Dutta,74.54,195
408275,Manish,Krish,Chatterjee,74.54,195
408276,Ritvik,Vivaan,Sachdev,74.54,195
408277,Zara,Dev,Arora,74.54,195
408278,Dev,Brijesh,Talwar,74.54,195
408279,Kavya,Mohit,Loya,74.54,195
408280,Arya,Dev,Chopra,74.54,195
408281,Aditya,Chandan,Talwar,74.54,195
408282,Dev,Eshan,Oberoi,74.54,195
408283,Tanish,Aditya,Ranganathan,74.53,195
408284,Devika,Jai,Jain,74.53,195
408285,Jai,Dev,Gupta,74.53,196
408286,Saanvi,Surya,Inamdar,74.53,196
408287,Siddharth,Abhinav,Rastogi,74.53,196
408288,Tanisha,Ishan,Choudhury,74.53,196
408289,Aayush,Kunal,Dara,74.53,196
408290,Nisha,Harsh,Mazumdar,74.53,196
408291,Abhishek,Tanish,Pandey,74.53,196
408292,Kavya,Advait,Gupta,74.53,196
408293,Atharva,Om,Dhillon,74.52,196
408294,Eshan,Yash,Dubey,74.52,196
408295,Hitesh,Bhavin,Malhotra,74.52,196
408296,Varun,Aditya,Agarwal,74.52,196
408297,Aarav,Jay,Desai,74.52,196
408298,Kiara,Mayank,Kumar,74.49,196
408299,Parth,Aryan,Iyer,74.49,196
408300,Aishwarya,Arjun,Dutta,74.49,196
408301,Jatin,Aryan,Khan,74.49,196
408302,Riya,Laksh,Bhat,74.49,196
408303,Chahat,Abhinav,Oberoi,74.49,196
408304,Tanisha,Surya,Kamble,74.49,196
408305,Saanvi,Aarav,Rastogi,74.49,196
408306,Zoya,Abhishek,Edara,74.49,196
408307,Darshan,Vivaan,Fernandes,74.49,196
408308,Arjun,Jai,Lamba,74.49,196
408309,Chandan,Akshay,Mahajan,74.49,196
408310,Riya,Hrithik,Uday,74.49,196
408311,Virat,Gautam,Singh,74.49,196
408312,Yug,Mohit,Fadnavis,74.49,196
408313,Ayush,Kunal,Vaghela,74.49,196
408314,Ekta,Abhinav,Trivedi,74.48,196
408315,Ayush,Zorawar,Badal,74.48,196
408316,Amaira,Jai,Khan,74.48,196
408317,Zivaan,Dev,Zala,74.48,196
408318,Dia,Yug,Mehta,74.48,196
408319,Chahat,Yuvan,Bhattacharya,74.48,196
408320,Ayushman,Zivaan,Rastogi,74.48,196
408321,Zara,Ekansh,Mahajan,74.48,196
408322,Sahil,Chirag,Dhillon,74.48,196
408323,Qirat,Zivaan,Rao,74.48,196
408324,Ishika,Lokesh,Dey,74.48,196
408325,Bhavin,Sahil,Edara,74.48,197
408326,Yamini,Brijesh,Khan,74.48,197
408327,Zorawar,Siddharth,Badal,74.48,197
408328,Jatin,Harsh,Sethi,74.48,197
408329,Kiara,Samarth,Arora,74.48,197
408330,Karan,Divyansh,Rastogi,74.48,197
408331,Eva,Arjun,Fernandes,74.48,197
408332,Gauri,Ayushman,Zaveri,74.48,197
408333,Janvi,Aditya,Fadnavis,74.48,197
408334,Shubham,Chandan,Sachdev,74.48,197
408335,Ojas,Parth,Lal,74.46,197
408336,Kavya,Naman,Pai,74.46,197
408337,Kritika,Ritvik,Achari,74.46,197
408338,Arya,Jai,Bhat,74.46,197
408339,Mayank,Surya,Mukherjee,74.46,197
408340,Urvashi,Surya,Banerjee,74.46,197
408341,Utkarsh,Parth,Dutta,74.43,197
408342,Vaishnavi,Hitesh,Walunj,74.43,197
408343,Anika,Tejas,Dey,74.43,197
408344,Ritvik,Surya,Varma,74.42,197
408345,Devika,Aditya,Ahuja,74.4,197
408346,Pihu,Pratik,Varma,74.4,197
408347,Yashi,Lokesh,Chauhan,74.4,197
408348,Aarav,Ayush,Yadav,74.4,197
408349,Aditya,Ayush,Khan,74.38,197
408350,Oviya,Kunal,Dey,74.35,197
408351,Amaira,Mayank,Ahuja,74.35,197
408352,Ekansh,Arjun,Yagnik,74.35,197
408353,Vidhi,Aadi,Loya,74.35,197
408354,Gaurav,Abhishek,Mukherjee,74.35,197
408355,Harshita,Ayushman,Sethi,74.35,197
408356,Aayush,Tanish,Mazumdar,74.35,197
408357,Pratik,Tanish,Zinta,74.35,197
408358,Pratik,Samarth,Khan,74.35,197
408359,Abhinav,Naman,Qazi,74.33,197
